"Year","Sex","Country","Region","Health board","Birthweight","Age","Neonatal period","Unit measure","Unit multiplier","Observation status","GeoCode","Value"
"2018","","England and Wales","","","","Not stated","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","","Not stated","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","","Not stated","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","Less than 1000","All","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","304.1"
"2018","","England and Wales","","","Less than 1000","All","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","41.6"
"2018","","England and Wales","","","Less than 1000","All","","Rate per 1,000 live births","Units","Undefined","K04000001","345.7"
"2018","","England and Wales","","","Less than 1000","Less than 20","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","270"
"2018","","England and Wales","","","Less than 1000","Less than 20","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","Less than 1000","Less than 20","","Rate per 1,000 live births","Units","Undefined","K04000001","300"
"2018","","England and Wales","","","Less than 1000","20 to 24","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","293.7"
"2018","","England and Wales","","","Less than 1000","20 to 24","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","36.4"
"2018","","England and Wales","","","Less than 1000","20 to 24","","Rate per 1,000 live births","Units","Undefined","K04000001","330.1"
"2018","","England and Wales","","","Less than 1000","25 to 29","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","312.2"
"2018","","England and Wales","","","Less than 1000","25 to 29","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","48.1"
"2018","","England and Wales","","","Less than 1000","25 to 29","","Rate per 1,000 live births","Units","Undefined","K04000001","360.4"
"2018","","England and Wales","","","Less than 1000","30 to 34","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","295.9"
"2018","","England and Wales","","","Less than 1000","30 to 34","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","42.3"
"2018","","England and Wales","","","Less than 1000","30 to 34","","Rate per 1,000 live births","Units","Undefined","K04000001","338.2"
"2018","","England and Wales","","","Less than 1000","35 to 39","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","328.7"
"2018","","England and Wales","","","Less than 1000","35 to 39","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","36.7"
"2018","","England and Wales","","","Less than 1000","35 to 39","","Rate per 1,000 live births","Units","Undefined","K04000001","365.4"
"2018","","England and Wales","","","Less than 1000","40  and  over","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","269"
"2018","","England and Wales","","","Less than 1000","40  and  over","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","46.8"
"2018","","England and Wales","","","Less than 1000","40  and  over","","Rate per 1,000 live births","Units","Undefined","K04000001","315.8"
"2018","","England and Wales","","","Less than 1000","Not stated","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","Less than 1000","Not stated","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","Less than 1000","Not stated","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1000 to 1499","All","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","24.1"
"2018","","England and Wales","","","1000 to 1499","All","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","6"
"2018","","England and Wales","","","1000 to 1499","All","","Rate per 1,000 live births","Units","Undefined","K04000001","30.2"
"2018","","England and Wales","","","1000 to 1499","Less than 20","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1000 to 1499","Less than 20","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1000 to 1499","Less than 20","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1000 to 1499","20 to 24","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","27.7"
"2018","","England and Wales","","","1000 to 1499","20 to 24","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1000 to 1499","20 to 24","","Rate per 1,000 live births","Units","Undefined","K04000001","33.7"
"2018","","England and Wales","","","1000 to 1499","25 to 29","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","20.3"
"2018","","England and Wales","","","1000 to 1499","25 to 29","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","4.5"
"2018","","England and Wales","","","1000 to 1499","25 to 29","","Rate per 1,000 live births","Units","Undefined","K04000001","24.9"
"2018","","England and Wales","","","1000 to 1499","30 to 34","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","30.6"
"2018","","England and Wales","","","1000 to 1499","30 to 34","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","5.9"
"2018","","England and Wales","","","1000 to 1499","30 to 34","","Rate per 1,000 live births","Units","Undefined","K04000001","36.5"
"2018","","England and Wales","","","1000 to 1499","35 to 39","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","23.9"
"2018","","England and Wales","","","1000 to 1499","35 to 39","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","7"
"2018","","England and Wales","","","1000 to 1499","35 to 39","","Rate per 1,000 live births","Units","Undefined","K04000001","30.9"
"2018","","England and Wales","","","1000 to 1499","40  and  over","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1000 to 1499","40  and  over","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1000 to 1499","40  and  over","","Rate per 1,000 live births","Units","Undefined","K04000001","20.5"
"2018","","England and Wales","","","1000 to 1499","Not stated","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1000 to 1499","Not stated","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1000 to 1499","Not stated","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1500 to 1999","All","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","6.7"
"2018","","England and Wales","","","1500 to 1999","All","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","2.4"
"2018","","England and Wales","","","1500 to 1999","All","","Rate per 1,000 live births","Units","Undefined","K04000001","9.1"
"2018","","England and Wales","","","1500 to 1999","Less than 20","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1500 to 1999","Less than 20","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1500 to 1999","Less than 20","","Rate per 1,000 live births","Units","Undefined","K04000001","9.3"
"2018","","England and Wales","","","1500 to 1999","20 to 24","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","5.8"
"2018","","England and Wales","","","1500 to 1999","20 to 24","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1500 to 1999","20 to 24","","Rate per 1,000 live births","Units","Undefined","K04000001","8.4"
"2018","","England and Wales","","","1500 to 1999","25 to 29","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","8.3"
"2018","","England and Wales","","","1500 to 1999","25 to 29","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","5.1"
"2018","","England and Wales","","","1500 to 1999","25 to 29","","Rate per 1,000 live births","Units","Undefined","K04000001","13.4"
"2018","","England and Wales","","","1500 to 1999","30 to 34","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","4.1"
"2018","","England and Wales","","","1500 to 1999","30 to 34","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","1.6"
"2018","","England and Wales","","","1500 to 1999","30 to 34","","Rate per 1,000 live births","Units","Undefined","K04000001","5.7"
"2018","","England and Wales","","","1500 to 1999","35 to 39","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","6.6"
"2018","","England and Wales","","","1500 to 1999","35 to 39","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1500 to 1999","35 to 39","","Rate per 1,000 live births","Units","Undefined","K04000001","7.8"
"2018","","England and Wales","","","1500 to 1999","40  and  over","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","13.1"
"2018","","England and Wales","","","1500 to 1999","40  and  over","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1500 to 1999","40  and  over","","Rate per 1,000 live births","Units","Undefined","K04000001","13.1"
"2018","","England and Wales","","","1500 to 1999","Not stated","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1500 to 1999","Not stated","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","1500 to 1999","Not stated","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2000 to 2499","All","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","2.4"
"2018","","England and Wales","","","2000 to 2499","All","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","1.1"
"2018","","England and Wales","","","2000 to 2499","All","","Rate per 1,000 live births","Units","Undefined","K04000001","3.5"
"2018","","England and Wales","","","2000 to 2499","Less than 20","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2000 to 2499","Less than 20","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2000 to 2499","Less than 20","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2000 to 2499","20 to 24","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","1.7"
"2018","","England and Wales","","","2000 to 2499","20 to 24","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","1.5"
"2018","","England and Wales","","","2000 to 2499","20 to 24","","Rate per 1,000 live births","Units","Undefined","K04000001","3.2"
"2018","","England and Wales","","","2000 to 2499","25 to 29","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","2.2"
"2018","","England and Wales","","","2000 to 2499","25 to 29","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","1.3"
"2018","","England and Wales","","","2000 to 2499","25 to 29","","Rate per 1,000 live births","Units","Undefined","K04000001","3.5"
"2018","","England and Wales","","","2000 to 2499","30 to 34","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","3.2"
"2018","","England and Wales","","","2000 to 2499","30 to 34","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.7"
"2018","","England and Wales","","","2000 to 2499","30 to 34","","Rate per 1,000 live births","Units","Undefined","K04000001","3.8"
"2018","","England and Wales","","","2000 to 2499","35 to 39","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","1.7"
"2018","","England and Wales","","","2000 to 2499","35 to 39","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","1.2"
"2018","","England and Wales","","","2000 to 2499","35 to 39","","Rate per 1,000 live births","Units","Undefined","K04000001","2.8"
"2018","","England and Wales","","","2000 to 2499","40  and  over","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","3.9"
"2018","","England and Wales","","","2000 to 2499","40  and  over","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2000 to 2499","40  and  over","","Rate per 1,000 live births","Units","Undefined","K04000001","5.6"
"2018","","England and Wales","","","2000 to 2499","Not stated","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2000 to 2499","Not stated","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2000 to 2499","Not stated","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2500 to 2999","All","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.6"
"2018","","England and Wales","","","2500 to 2999","All","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","2500 to 2999","All","","Rate per 1,000 live births","Units","Undefined","K04000001","1"
"2018","","England and Wales","","","2500 to 2999","Less than 20","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2500 to 2999","Less than 20","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2500 to 2999","Less than 20","","Rate per 1,000 live births","Units","Undefined","K04000001","1.2"
"2018","","England and Wales","","","2500 to 2999","20 to 24","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.8"
"2018","","England and Wales","","","2500 to 2999","20 to 24","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.5"
"2018","","England and Wales","","","2500 to 2999","20 to 24","","Rate per 1,000 live births","Units","Undefined","K04000001","1.2"
"2018","","England and Wales","","","2500 to 2999","25 to 29","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.6"
"2018","","England and Wales","","","2500 to 2999","25 to 29","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","2500 to 2999","25 to 29","","Rate per 1,000 live births","Units","Undefined","K04000001","1"
"2018","","England and Wales","","","2500 to 2999","30 to 34","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","2500 to 2999","30 to 34","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.3"
"2018","","England and Wales","","","2500 to 2999","30 to 34","","Rate per 1,000 live births","Units","Undefined","K04000001","0.7"
"2018","","England and Wales","","","2500 to 2999","35 to 39","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.6"
"2018","","England and Wales","","","2500 to 2999","35 to 39","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.3"
"2018","","England and Wales","","","2500 to 2999","35 to 39","","Rate per 1,000 live births","Units","Undefined","K04000001","0.9"
"2018","","England and Wales","","","2500 to 2999","40  and  over","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.9"
"2018","","England and Wales","","","2500 to 2999","40  and  over","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.8"
"2018","","England and Wales","","","2500 to 2999","40  and  over","","Rate per 1,000 live births","Units","Undefined","K04000001","1.7"
"2018","","England and Wales","","","2500 to 2999","Not stated","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2500 to 2999","Not stated","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","2500 to 2999","Not stated","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3000 to 3499","All","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.3"
"2018","","England and Wales","","","3000 to 3499","All","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","3000 to 3499","All","","Rate per 1,000 live births","Units","Undefined","K04000001","0.5"
"2018","","England and Wales","","","3000 to 3499","Less than 20","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.8"
"2018","","England and Wales","","","3000 to 3499","Less than 20","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3000 to 3499","Less than 20","","Rate per 1,000 live births","Units","Undefined","K04000001","1"
"2018","","England and Wales","","","3000 to 3499","20 to 24","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.3"
"2018","","England and Wales","","","3000 to 3499","20 to 24","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.3"
"2018","","England and Wales","","","3000 to 3499","20 to 24","","Rate per 1,000 live births","Units","Undefined","K04000001","0.6"
"2018","","England and Wales","","","3000 to 3499","25 to 29","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","3000 to 3499","25 to 29","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.1"
"2018","","England and Wales","","","3000 to 3499","25 to 29","","Rate per 1,000 live births","Units","Undefined","K04000001","0.5"
"2018","","England and Wales","","","3000 to 3499","30 to 34","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","3000 to 3499","30 to 34","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.1"
"2018","","England and Wales","","","3000 to 3499","30 to 34","","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","3000 to 3499","35 to 39","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.3"
"2018","","England and Wales","","","3000 to 3499","35 to 39","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.1"
"2018","","England and Wales","","","3000 to 3499","35 to 39","","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","3000 to 3499","40  and  over","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3000 to 3499","40  and  over","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3000 to 3499","40  and  over","","Rate per 1,000 live births","Units","Undefined","K04000001","0.5"
"2018","","England and Wales","","","3000 to 3499","Not stated","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3000 to 3499","Not stated","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3000 to 3499","Not stated","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","All","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","3500 to 3999","All","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.1"
"2018","","England and Wales","","","3500 to 3999","All","","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","3500 to 3999","Less than 20","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.9"
"2018","","England and Wales","","","3500 to 3999","Less than 20","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","Less than 20","","Rate per 1,000 live births","Units","Undefined","K04000001","0.9"
"2018","","England and Wales","","","3500 to 3999","20 to 24","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","3500 to 3999","20 to 24","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","20 to 24","","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","3500 to 3999","25 to 29","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.1"
"2018","","England and Wales","","","3500 to 3999","25 to 29","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","25 to 29","","Rate per 1,000 live births","Units","Undefined","K04000001","0.1"
"2018","","England and Wales","","","3500 to 3999","30 to 34","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.1"
"2018","","England and Wales","","","3500 to 3999","30 to 34","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","30 to 34","","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","3500 to 3999","35 to 39","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","3500 to 3999","35 to 39","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","3500 to 3999","35 to 39","","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","3500 to 3999","40  and  over","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","40  and  over","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","40  and  over","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","Not stated","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","Not stated","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","3500 to 3999","Not stated","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","All","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.3"
"2018","","England and Wales","","","4000 and over","All","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","4000 and over","All","","Rate per 1,000 live births","Units","Undefined","K04000001","0.5"
"2018","","England and Wales","","","4000 and over","Less than 20","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","Less than 20","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","Less than 20","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","20 to 24","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","20 to 24","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","20 to 24","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","25 to 29","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","25 to 29","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","25 to 29","","Rate per 1,000 live births","Units","Undefined","K04000001","0.3"
"2018","","England and Wales","","","4000 and over","30 to 34","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","4000 and over","30 to 34","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.2"
"2018","","England and Wales","","","4000 and over","30 to 34","","Rate per 1,000 live births","Units","Undefined","K04000001","0.6"
"2018","","England and Wales","","","4000 and over","35 to 39","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.3"
"2018","","England and Wales","","","4000 and over","35 to 39","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","0.4"
"2018","","England and Wales","","","4000 and over","35 to 39","","Rate per 1,000 live births","Units","Undefined","K04000001","0.7"
"2018","","England and Wales","","","4000 and over","40  and  over","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","40  and  over","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","40  and  over","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","Not stated","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","Not stated","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","4000 and over","Not stated","","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","Not stated","All","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","14.1"
"2018","","England and Wales","","","Not stated","All","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","4.3"
"2018","","England and Wales","","","Not stated","All","","Rate per 1,000 live births","Units","Undefined","K04000001","18.4"
"2018","","England and Wales","","","Not stated","Less than 20","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","27.2"
"2018","","England and Wales","","","Not stated","Less than 20","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001",""
"2018","","England and Wales","","","Not stated","Less than 20","","Rate per 1,000 live births","Units","Undefined","K04000001","29.7"
"2018","","England and Wales","","","Not stated","20 to 24","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","16.2"
"2018","","England and Wales","","","Not stated","20 to 24","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","6.8"
"2018","","England and Wales","","","Not stated","20 to 24","","Rate per 1,000 live births","Units","Undefined","K04000001","23"
"2018","","England and Wales","","","Not stated","25 to 29","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","12.7"
"2018","","England and Wales","","","Not stated","25 to 29","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","4.4"
"2018","","England and Wales","","","Not stated","25 to 29","","Rate per 1,000 live births","Units","Undefined","K04000001","17.1"
"2018","","England and Wales","","","Not stated","30 to 34","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","12.5"
"2018","","England and Wales","","","Not stated","30 to 34","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","3.6"
"2018","","England and Wales","","","Not stated","30 to 34","","Rate per 1,000 live births","Units","Undefined","K04000001","16"
"2018","","England and Wales","","","Not stated","35 to 39","Early neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","14.4"
"2018","","England and Wales","","","Not stated","35 to 39","Late neonatal","Rate per 1,000 live births","Units","Undefined","K04000001","4.4"
"2018","","England and Wales","","","Not stated","35 to 39","","Rate per 1,000 live births","Units","Undefined","K04000001","18.8"
